skor_variansi,skor_edge_density,skor_entropi,skor_grabcut,skor_akhir,kategori,nama_file,label,status
1.0,0.185,0.463,0.294,0.507,perlu_cek_manual,R_4995.jpg,Recyclable,ok
1.0,0.231,0.709,0.686,0.648,perlu_cek_manual,R_4997.jpg,Recyclable,ok
0.27,0.167,0.783,0.45,0.378,perlu_cek_manual,R_4999.jpg,Recyclable,ok
0.391,0.438,0.636,0.294,0.435,perlu_cek_manual,R_5.jpg,Recyclable,ok
0.276,0.759,0.19,0.249,0.398,perlu_cek_manual,R_50.jpg,Recyclable,ok
0.314,0.715,0.665,0.248,0.492,perlu_cek_manual,R_500.jpg,Recyclable,ok
0.227,0.554,0.347,0.556,0.415,perlu_cek_manual,R_5000.jpg,Recyclable,ok
0.416,0.438,0.369,0.481,0.426,perlu_cek_manual,R_5008.jpg,Recyclable,ok
1.0,0.0,1.0,0.453,0.591,perlu_cek_manual,R_5012.jpg,Recyclable,ok
0.463,0.375,0.415,0.287,0.392,perlu_cek_manual,R_5013.jpg,Recyclable,ok
0.238,1.0,0.573,0.507,0.588,perlu_cek_manual,R_5015.jpg,Recyclable,ok
1.0,0.078,0.883,0.572,0.614,perlu_cek_manual,R_5018.jpg,Recyclable,ok
1.0,0.281,0.582,0.567,0.614,perlu_cek_manual,R_5019.jpg,Recyclable,ok
0.457,0.841,0.793,0.192,0.586,perlu_cek_manual,R_5020.jpg,Recyclable,ok
0.251,0.386,0.721,0.356,0.406,perlu_cek_manual,R_5024.jpg,Recyclable,ok
0.539,0.485,0.35,0.52,0.481,perlu_cek_manual,R_5028.jpg,Recyclable,ok
0.092,0.791,0.441,0.494,0.452,perlu_cek_manual,R_5034.jpg,Recyclable,ok
0.673,0.246,0.358,0.227,0.393,perlu_cek_manual,R_504.jpg,Recyclable,ok
0.431,0.411,0.629,0.264,0.431,perlu_cek_manual,R_5043.jpg,Recyclable,ok
0.22,0.332,0.834,0.605,0.453,perlu_cek_manual,R_5045.jpg,Recyclable,ok
0.523,0.804,0.926,0.196,0.623,perlu_cek_manual,R_5050.jpg,Recyclable,ok
0.526,0.517,0.45,0.432,0.489,perlu_cek_manual,R_5055.jpg,Recyclable,ok
0.764,0.748,0.49,0.427,0.637,perlu_cek_manual,R_5059.jpg,Recyclable,ok
0.944,0.716,0.611,0.094,0.639,perlu_cek_manual,R_5064.jpg,Recyclable,ok
0.408,0.545,0.367,0.479,0.455,perlu_cek_manual,R_5067.jpg,Recyclable,ok
0.878,0.087,0.963,0.497,0.581,perlu_cek_manual,R_5068.jpg,Recyclable,ok
0.451,0.269,0.245,0.527,0.37,perlu_cek_manual,R_5069.jpg,Recyclable,ok
0.54,0.215,0.945,0.342,0.484,perlu_cek_manual,R_507.jpg,Recyclable,ok
0.895,0.0,0.897,0.374,0.523,perlu_cek_manual,R_5074.jpg,Recyclable,ok
0.656,0.491,0.934,0.039,0.539,perlu_cek_manual,R_5075.jpg,Recyclable,ok
0.922,0.529,0.384,0.443,0.601,perlu_cek_manual,R_5076.jpg,Recyclable,ok
0.391,0.406,0.301,0.435,0.386,perlu_cek_manual,R_5078.jpg,Recyclable,ok
0.064,0.967,0.243,0.511,0.46,perlu_cek_manual,R_5083.jpg,Recyclable,ok
0.568,0.128,0.493,0.348,0.377,perlu_cek_manual,R_5084.jpg,Recyclable,ok
0.227,0.475,0.392,0.623,0.414,perlu_cek_manual,R_5085.jpg,Recyclable,ok
0.707,0.598,0.479,0.474,0.582,perlu_cek_manual,R_5086.jpg,Recyclable,ok
0.577,0.427,0.5,0.208,0.443,perlu_cek_manual,R_5087.jpg,Recyclable,ok
1.0,0.376,0.648,0.075,0.557,perlu_cek_manual,R_5088.jpg,Recyclable,ok
1.0,0.3,0.974,0.175,0.62,perlu_cek_manual,R_509.jpg,Recyclable,ok
0.481,0.58,0.445,0.469,0.501,perlu_cek_manual,R_5093.jpg,Recyclable,ok
1.0,0.424,0.958,0.128,0.644,perlu_cek_manual,R_510.jpg,Recyclable,ok
0.449,0.485,0.448,0.477,0.465,perlu_cek_manual,R_5100.jpg,Recyclable,ok
0.537,0.159,0.881,0.537,0.492,perlu_cek_manual,R_5102.jpg,Recyclable,ok
0.637,0.438,0.883,0.182,0.536,perlu_cek_manual,R_511.jpg,Recyclable,ok
0.41,0.367,0.37,0.369,0.381,perlu_cek_manual,R_5117.jpg,Recyclable,ok
0.504,0.302,0.489,0.373,0.414,perlu_cek_manual,R_5118.jpg,Recyclable,ok
0.312,0.156,0.921,0.168,0.358,perlu_cek_manual,R_512.jpg,Recyclable,ok
0.281,0.226,0.829,0.405,0.399,perlu_cek_manual,R_5123.jpg,Recyclable,ok
0.571,0.39,0.55,0.631,0.525,perlu_cek_manual,R_5125.jpg,Recyclable,ok
0.707,0.62,0.95,0.295,0.647,perlu_cek_manual,R_5128.jpg,Recyclable,ok
0.31,0.385,0.438,0.309,0.358,perlu_cek_manual,R_5129.jpg,Recyclable,ok
0.602,0.556,0.487,0.38,0.521,perlu_cek_manual,R_5131.jpg,Recyclable,ok
0.618,0.57,0.49,0.451,0.545,perlu_cek_manual,R_5134.jpg,Recyclable,ok
0.674,0.41,0.385,0.613,0.525,perlu_cek_manual,R_5136.jpg,Recyclable,ok
0.641,0.31,0.508,0.278,0.442,perlu_cek_manual,R_5137.jpg,Recyclable,ok
0.443,0.356,0.351,0.489,0.408,perlu_cek_manual,R_5138.jpg,Recyclable,ok
1.0,0.255,0.903,0.326,0.622,perlu_cek_manual,R_5139.jpg,Recyclable,ok
0.283,0.401,0.492,0.547,0.413,perlu_cek_manual,R_5140.jpg,Recyclable,ok
0.794,0.26,0.429,0.18,0.438,perlu_cek_manual,R_5144.jpg,Recyclable,ok
0.094,0.266,0.719,0.506,0.353,perlu_cek_manual,R_515.jpg,Recyclable,ok
0.42,0.702,0.442,0.291,0.483,perlu_cek_manual,R_5152.jpg,Recyclable,ok
0.157,0.278,0.871,0.457,0.396,perlu_cek_manual,R_5153.jpg,Recyclable,ok
0.417,0.278,0.53,0.243,0.363,perlu_cek_manual,R_5154.jpg,Recyclable,ok
0.424,0.0,0.461,0.666,0.353,perlu_cek_manual,R_5157.jpg,Recyclable,ok
0.906,0.519,0.576,0.318,0.606,perlu_cek_manual,R_5160.jpg,Recyclable,ok
0.463,0.255,0.234,0.549,0.372,perlu_cek_manual,R_5165.jpg,Recyclable,ok
0.508,0.115,0.896,0.278,0.422,perlu_cek_manual,R_5166.jpg,Recyclable,ok
1.0,0.297,1.0,0.173,0.624,perlu_cek_manual,R_5168.jpg,Recyclable,ok
0.599,0.12,0.846,0.522,0.489,perlu_cek_manual,R_5174.jpg,Recyclable,ok
0.299,0.107,0.853,0.52,0.396,perlu_cek_manual,R_5177.jpg,Recyclable,ok
0.426,0.351,0.317,0.478,0.392,perlu_cek_manual,R_5180.jpg,Recyclable,ok
0.58,0.31,0.859,0.286,0.496,perlu_cek_manual,R_5182.jpg,Recyclable,ok
0.36,0.613,0.566,0.163,0.438,perlu_cek_manual,R_5186.jpg,Recyclable,ok
0.908,0.302,0.854,0.223,0.578,perlu_cek_manual,R_5189.jpg,Recyclable,ok
0.165,0.23,0.748,0.432,0.355,perlu_cek_manual,R_519.jpg,Recyclable,ok
0.514,0.0,0.954,0.161,0.377,perlu_cek_manual,R_5190.jpg,Recyclable,ok
0.33,0.89,0.486,0.481,0.559,perlu_cek_manual,R_5191.jpg,Recyclable,ok
0.608,0.149,0.498,0.272,0.381,perlu_cek_manual,R_5196.jpg,Recyclable,ok
0.74,0.373,0.908,0.548,0.625,perlu_cek_manual,R_520.jpg,Recyclable,ok
0.55,0.232,0.304,0.349,0.365,perlu_cek_manual,R_5202.jpg,Recyclable,ok
0.3,0.451,0.689,0.433,0.45,perlu_cek_manual,R_5205.jpg,Recyclable,ok
0.971,0.118,0.365,0.42,0.483,perlu_cek_manual,R_5208.jpg,Recyclable,ok
0.74,0.322,0.323,0.491,0.482,perlu_cek_manual,R_5209.jpg,Recyclable,ok
0.784,0.763,0.49,0.415,0.645,perlu_cek_manual,R_5210.jpg,Recyclable,ok
0.502,0.229,0.899,0.147,0.429,perlu_cek_manual,R_5211.jpg,Recyclable,ok
1.0,0.55,0.774,0.138,0.647,perlu_cek_manual,R_5217.jpg,Recyclable,ok
0.405,0.454,0.313,0.436,0.407,perlu_cek_manual,R_5219.jpg,Recyclable,ok
0.31,0.562,0.733,0.421,0.492,perlu_cek_manual,R_522.jpg,Recyclable,ok
0.785,0.0,0.845,0.573,0.519,perlu_cek_manual,R_5224.jpg,Recyclable,ok
0.547,0.137,0.29,0.484,0.36,perlu_cek_manual,R_5225.jpg,Recyclable,ok
0.694,0.508,0.908,0.469,0.636,perlu_cek_manual,R_5227.jpg,Recyclable,ok
0.402,0.019,0.962,0.354,0.389,perlu_cek_manual,R_5228.jpg,Recyclable,ok
0.851,0.581,0.347,0.462,0.592,perlu_cek_manual,R_523.jpg,Recyclable,ok
0.265,0.523,0.643,0.243,0.413,perlu_cek_manual,R_5232.jpg,Recyclable,ok
0.366,0.21,0.918,0.576,0.471,perlu_cek_manual,R_5233.jpg,Recyclable,ok
1.0,0.193,0.993,0.352,0.627,perlu_cek_manual,R_5235.jpg,Recyclable,ok
0.376,0.291,0.851,0.401,0.45,perlu_cek_manual,R_5239.jpg,Recyclable,ok
0.501,0.458,0.41,0.23,0.416,perlu_cek_manual,R_5241.jpg,Recyclable,ok
0.512,0.61,0.369,0.649,0.54,perlu_cek_manual,R_5242.jpg,Recyclable,ok
0.22,0.511,0.5,0.679,0.455,perlu_cek_manual,R_5244.jpg,Recyclable,ok
0.788,0.486,0.5,0.195,0.521,perlu_cek_manual,R_5246.jpg,Recyclable,ok
0.821,0.431,0.978,0.226,0.616,perlu_cek_manual,R_5248.jpg,Recyclable,ok
0.675,0.616,0.341,0.382,0.532,perlu_cek_manual,R_5250.jpg,Recyclable,ok
0.498,0.0,0.924,0.4,0.414,perlu_cek_manual,R_5251.jpg,Recyclable,ok
0.32,0.0,0.748,0.665,0.379,perlu_cek_manual,R_5252.jpg,Recyclable,ok
0.327,0.237,0.907,0.321,0.415,perlu_cek_manual,R_5253.jpg,Recyclable,ok
0.279,0.383,0.398,0.671,0.412,perlu_cek_manual,R_5255.jpg,Recyclable,ok
1.0,0.309,0.492,0.432,0.577,perlu_cek_manual,R_5257.jpg,Recyclable,ok
0.858,0.407,0.825,0.413,0.627,perlu_cek_manual,R_5260.jpg,Recyclable,ok
1.0,0.375,0.556,0.445,0.613,perlu_cek_manual,R_5263.jpg,Recyclable,ok
0.633,0.695,0.735,0.313,0.608,perlu_cek_manual,R_5266.jpg,Recyclable,ok
0.196,0.395,0.721,0.263,0.374,perlu_cek_manual,R_5270.jpg,Recyclable,ok
1.0,0.291,0.996,0.234,0.633,perlu_cek_manual,R_5273.jpg,Recyclable,ok
1.0,0.064,0.888,0.419,0.581,perlu_cek_manual,R_5276.jpg,Recyclable,ok
0.372,0.218,0.986,0.432,0.461,perlu_cek_manual,R_5278.jpg,Recyclable,ok
0.428,0.34,0.908,0.115,0.435,perlu_cek_manual,R_5280.jpg,Recyclable,ok
0.548,0.0,0.572,0.566,0.392,perlu_cek_manual,R_5285.jpg,Recyclable,ok
0.647,0.362,0.684,0.679,0.575,perlu_cek_manual,R_5286.jpg,Recyclable,ok
0.458,0.467,0.6,0.118,0.421,perlu_cek_manual,R_5287.jpg,Recyclable,ok
1.0,0.084,0.999,0.31,0.587,perlu_cek_manual,R_5288.jpg,Recyclable,ok
0.542,0.488,0.595,0.288,0.486,perlu_cek_manual,R_5294.jpg,Recyclable,ok
0.771,0.361,0.404,0.419,0.504,perlu_cek_manual,R_5295.jpg,Recyclable,ok
0.493,0.137,0.853,0.449,0.45,perlu_cek_manual,R_5299.jpg,Recyclable,ok
0.614,0.451,0.673,0.057,0.465,perlu_cek_manual,R_53.jpg,Recyclable,ok
0.447,0.409,0.423,0.454,0.432,perlu_cek_manual,R_5300.jpg,Recyclable,ok
0.656,0.805,0.356,0.369,0.583,perlu_cek_manual,R_5301.jpg,Recyclable,ok
0.408,0.0,0.82,0.617,0.41,perlu_cek_manual,R_5303.jpg,Recyclable,ok
0.599,0.41,0.575,0.683,0.554,perlu_cek_manual,R_5304.jpg,Recyclable,ok
0.503,0.504,0.617,0.337,0.493,perlu_cek_manual,R_5307.jpg,Recyclable,ok
0.768,0.619,0.892,0.047,0.604,perlu_cek_manual,R_5308.jpg,Recyclable,ok
0.67,0.555,0.627,0.081,0.509,perlu_cek_manual,R_5312.jpg,Recyclable,ok
0.98,0.429,0.895,0.002,0.602,perlu_cek_manual,R_5318.jpg,Recyclable,ok
0.571,0.318,0.905,0.472,0.542,perlu_cek_manual,R_5319.jpg,Recyclable,ok
0.486,0.401,0.908,0.316,0.511,perlu_cek_manual,R_532.jpg,Recyclable,ok
0.267,1.0,0.873,0.351,0.625,perlu_cek_manual,R_5323.jpg,Recyclable,ok
0.472,0.529,0.567,0.601,0.534,perlu_cek_manual,R_5335.jpg,Recyclable,ok
1.0,0.041,0.83,0.489,0.576,perlu_cek_manual,R_5336.jpg,Recyclable,ok
0.641,0.5,0.93,0.388,0.606,perlu_cek_manual,R_5337.jpg,Recyclable,ok
0.703,0.605,0.444,0.54,0.589,perlu_cek_manual,R_5339.jpg,Recyclable,ok
0.694,0.165,0.93,0.534,0.551,perlu_cek_manual,R_534.jpg,Recyclable,ok
0.756,0.0,0.991,0.302,0.486,perlu_cek_manual,R_5341.jpg,Recyclable,ok
1.0,0.198,1.0,0.412,0.642,perlu_cek_manual,R_5345.jpg,Recyclable,ok
0.516,0.807,0.577,0.528,0.618,perlu_cek_manual,R_5348.jpg,Recyclable,ok
0.9,0.379,0.949,0.292,0.632,perlu_cek_manual,R_5350.jpg,Recyclable,ok
0.126,0.425,0.864,0.383,0.415,perlu_cek_manual,R_5356.jpg,Recyclable,ok
0.901,0.367,0.859,0.317,0.616,perlu_cek_manual,R_5358.jpg,Recyclable,ok
0.48,0.229,0.916,0.1,0.416,perlu_cek_manual,R_5361.jpg,Recyclable,ok
0.441,0.643,0.702,0.292,0.524,perlu_cek_manual,R_5363.jpg,Recyclable,ok
0.478,0.387,0.695,0.547,0.508,perlu_cek_manual,R_5364.jpg,Recyclable,ok
0.46,0.208,0.855,0.449,0.461,perlu_cek_manual,R_5365.jpg,Recyclable,ok
0.819,0.186,0.902,0.327,0.547,perlu_cek_manual,R_5372.jpg,Recyclable,ok
0.439,0.415,0.371,0.375,0.405,perlu_cek_manual,R_5373.jpg,Recyclable,ok
0.398,0.496,0.43,0.393,0.433,perlu_cek_manual,R_5374.jpg,Recyclable,ok
1.0,0.0,0.95,0.548,0.599,perlu_cek_manual,R_5379.jpg,Recyclable,ok
0.723,0.271,0.723,0.156,0.474,perlu_cek_manual,R_538.jpg,Recyclable,ok
0.732,0.191,0.773,0.229,0.478,perlu_cek_manual,R_5380.jpg,Recyclable,ok
0.391,0.564,0.905,0.257,0.519,perlu_cek_manual,R_5383.jpg,Recyclable,ok
0.965,0.439,0.966,0.024,0.619,perlu_cek_manual,R_5385.jpg,Recyclable,ok
1.0,0.428,0.617,0.445,0.641,perlu_cek_manual,R_5386.jpg,Recyclable,ok
1.0,0.007,0.961,0.041,0.503,perlu_cek_manual,R_5387.jpg,Recyclable,ok
0.286,0.428,0.497,0.271,0.368,perlu_cek_manual,R_539.jpg,Recyclable,ok
0.547,0.343,0.429,0.466,0.446,perlu_cek_manual,R_5391.jpg,Recyclable,ok
0.326,0.24,0.857,0.287,0.399,perlu_cek_manual,R_5402.jpg,Recyclable,ok
0.58,0.187,0.971,0.433,0.511,perlu_cek_manual,R_5405.jpg,Recyclable,ok
1.0,0.16,1.0,0.324,0.613,perlu_cek_manual,R_5407.jpg,Recyclable,ok
0.706,0.712,0.542,0.469,0.627,perlu_cek_manual,R_541.jpg,Recyclable,ok
0.516,0.306,0.843,0.394,0.494,perlu_cek_manual,R_5414.jpg,Recyclable,ok
0.695,0.176,0.895,0.3,0.5,perlu_cek_manual,R_5417.jpg,Recyclable,ok
0.76,0.669,0.89,0.191,0.645,perlu_cek_manual,R_5418.jpg,Recyclable,ok
0.776,0.268,0.956,0.409,0.586,perlu_cek_manual,R_5419.jpg,Recyclable,ok
0.877,0.163,0.958,0.481,0.6,perlu_cek_manual,R_5421.jpg,Recyclable,ok
1.0,0.204,0.955,0.359,0.624,perlu_cek_manual,R_5423.jpg,Recyclable,ok
0.395,0.649,0.214,0.551,0.466,perlu_cek_manual,R_543.jpg,Recyclable,ok
1.0,0.0,1.0,0.64,0.628,perlu_cek_manual,R_5430.jpg,Recyclable,ok
1.0,0.0,0.948,0.415,0.573,perlu_cek_manual,R_5431.jpg,Recyclable,ok
0.624,0.499,0.903,0.548,0.627,perlu_cek_manual,R_5432.jpg,Recyclable,ok
1.0,0.25,0.962,0.347,0.637,perlu_cek_manual,R_5434.jpg,Recyclable,ok
1.0,0.0,0.883,0.516,0.58,perlu_cek_manual,R_5435.jpg,Recyclable,ok
0.814,0.369,0.56,0.422,0.551,perlu_cek_manual,R_544.jpg,Recyclable,ok
0.677,0.324,0.945,0.448,0.579,perlu_cek_manual,R_5440.jpg,Recyclable,ok
0.636,0.415,0.941,0.306,0.565,perlu_cek_manual,R_5441.jpg,Recyclable,ok
0.559,0.171,0.886,0.308,0.458,perlu_cek_manual,R_5442.jpg,Recyclable,ok
0.985,0.029,0.942,0.417,0.576,perlu_cek_manual,R_5445.jpg,Recyclable,ok
0.464,1.0,0.532,0.304,0.607,perlu_cek_manual,R_5448.jpg,Recyclable,ok
0.708,0.442,0.542,0.133,0.48,perlu_cek_manual,R_545.jpg,Recyclable,ok
1.0,0.242,0.885,0.377,0.625,perlu_cek_manual,R_5450.jpg,Recyclable,ok
1.0,0.339,0.941,0.219,0.634,perlu_cek_manual,R_5451.jpg,Recyclable,ok
0.761,0.349,0.938,0.28,0.577,perlu_cek_manual,R_5454.jpg,Recyclable,ok
0.914,0.0,0.947,0.508,0.565,perlu_cek_manual,R_5455.jpg,Recyclable,ok
0.528,0.476,0.611,0.155,0.454,perlu_cek_manual,R_5458.jpg,Recyclable,ok
0.751,0.601,0.559,0.297,0.577,perlu_cek_manual,R_5460.jpg,Recyclable,ok
0.329,0.108,0.876,0.483,0.403,perlu_cek_manual,R_5461.jpg,Recyclable,ok
0.388,0.334,0.423,0.386,0.378,perlu_cek_manual,R_5462.jpg,Recyclable,ok
0.351,0.129,1.0,0.14,0.372,perlu_cek_manual,R_5466.jpg,Recyclable,ok
0.549,0.28,0.939,0.227,0.482,perlu_cek_manual,R_5468.jpg,Recyclable,ok
1.0,0.0,1.0,0.669,0.634,perlu_cek_manual,R_5469.jpg,Recyclable,ok
1.0,0.04,0.841,0.423,0.565,perlu_cek_manual,R_5471.jpg,Recyclable,ok
0.406,0.192,0.884,0.305,0.417,perlu_cek_manual,R_5472.jpg,Recyclable,ok
0.497,0.079,0.82,0.439,0.425,perlu_cek_manual,R_5473.jpg,Recyclable,ok
0.861,0.289,0.963,0.193,0.576,perlu_cek_manual,R_5480.jpg,Recyclable,ok
0.234,0.418,0.897,0.399,0.455,perlu_cek_manual,R_5482.jpg,Recyclable,ok
0.571,0.252,0.929,0.406,0.514,perlu_cek_manual,R_5483.jpg,Recyclable,ok
1.0,0.0,1.0,0.517,0.603,perlu_cek_manual,R_5484.jpg,Recyclable,ok
0.782,0.475,0.95,0.3,0.627,perlu_cek_manual,R_5485.jpg,Recyclable,ok
1.0,0.0,1.0,0.634,0.627,perlu_cek_manual,R_5489.jpg,Recyclable,ok
0.524,0.55,0.957,0.09,0.532,perlu_cek_manual,R_549.jpg,Recyclable,ok
0.554,0.425,0.86,0.318,0.529,perlu_cek_manual,R_5492.jpg,Recyclable,ok
0.691,0.527,0.641,0.26,0.545,perlu_cek_manual,R_5493.jpg,Recyclable,ok
1.0,0.419,0.58,0.522,0.646,perlu_cek_manual,R_5494.jpg,Recyclable,ok
0.661,0.23,0.843,0.368,0.51,perlu_cek_manual,R_5496.jpg,Recyclable,ok
0.37,0.414,0.786,0.297,0.452,perlu_cek_manual,R_5498.jpg,Recyclable,ok
0.351,0.571,0.848,0.344,0.515,perlu_cek_manual,R_5505.jpg,Recyclable,ok
1.0,0.266,0.887,0.408,0.639,perlu_cek_manual,R_5507.jpg,Recyclable,ok
1.0,0.0,0.965,0.361,0.565,perlu_cek_manual,R_5511.jpg,Recyclable,ok
0.606,0.443,0.967,0.455,0.599,perlu_cek_manual,R_5512.jpg,Recyclable,ok
0.68,0.495,0.469,0.353,0.517,perlu_cek_manual,R_5514.jpg,Recyclable,ok
0.489,0.0,0.87,0.677,0.456,perlu_cek_manual,R_5516.jpg,Recyclable,ok
0.261,0.231,0.746,0.406,0.378,perlu_cek_manual,R_5522.jpg,Recyclable,ok
0.431,0.0,0.864,0.608,0.424,perlu_cek_manual,R_5528.jpg,Recyclable,ok
0.307,0.457,0.834,0.468,0.489,perlu_cek_manual,R_5530.jpg,Recyclable,ok
0.403,0.522,0.644,0.629,0.532,perlu_cek_manual,R_5537.jpg,Recyclable,ok
0.308,0.726,0.968,0.338,0.571,perlu_cek_manual,R_5538.jpg,Recyclable,ok
0.342,0.45,0.441,0.388,0.403,perlu_cek_manual,R_5539.jpg,Recyclable,ok
0.617,0.29,0.888,0.322,0.514,perlu_cek_manual,R_5542.jpg,Recyclable,ok
0.418,0.354,0.89,0.163,0.442,perlu_cek_manual,R_5544.jpg,Recyclable,ok
0.946,0.096,0.925,0.343,0.566,perlu_cek_manual,R_5545.jpg,Recyclable,ok
0.351,0.118,0.717,0.507,0.385,perlu_cek_manual,R_5546.jpg,Recyclable,ok
0.526,0.063,0.913,0.263,0.412,perlu_cek_manual,R_5547.jpg,Recyclable,ok
0.96,0.317,0.274,0.586,0.555,perlu_cek_manual,R_5549.jpg,Recyclable,ok
0.289,0.378,0.878,0.333,0.442,perlu_cek_manual,R_555.jpg,Recyclable,ok
1.0,0.0,1.0,0.705,0.641,perlu_cek_manual,R_5551.jpg,Recyclable,ok
0.578,0.385,0.467,0.213,0.425,perlu_cek_manual,R_5552.jpg,Recyclable,ok
0.579,0.284,0.585,0.426,0.461,perlu_cek_manual,R_5553.jpg,Recyclable,ok
1.0,0.112,0.92,0.364,0.59,perlu_cek_manual,R_5554.jpg,Recyclable,ok
0.522,0.172,0.815,0.278,0.427,perlu_cek_manual,R_556.jpg,Recyclable,ok
0.801,0.114,0.979,0.382,0.547,perlu_cek_manual,R_5561.jpg,Recyclable,ok
0.355,0.092,0.798,0.36,0.366,perlu_cek_manual,R_5566.jpg,Recyclable,ok
0.668,0.531,0.917,0.303,0.604,perlu_cek_manual,R_5567.jpg,Recyclable,ok
0.215,0.176,0.885,0.472,0.389,perlu_cek_manual,R_557.jpg,Recyclable,ok
0.295,0.37,0.434,0.569,0.4,perlu_cek_manual,R_5570.jpg,Recyclable,ok
0.589,0.158,0.833,0.37,0.465,perlu_cek_manual,R_5571.jpg,Recyclable,ok
0.425,0.201,0.729,0.497,0.433,perlu_cek_manual,R_5572.jpg,Recyclable,ok
1.0,0.11,0.986,0.454,0.621,perlu_cek_manual,R_5575.jpg,Recyclable,ok
1.0,0.0,0.948,0.457,0.581,perlu_cek_manual,R_5578.jpg,Recyclable,ok
1.0,0.138,1.0,0.237,0.589,perlu_cek_manual,R_5580.jpg,Recyclable,ok
0.867,0.374,0.866,0.214,0.588,perlu_cek_manual,R_5585.jpg,Recyclable,ok
1.0,0.0,0.979,0.451,0.586,perlu_cek_manual,R_5586.jpg,Recyclable,ok
1.0,0.182,0.884,0.506,0.633,perlu_cek_manual,R_5587.jpg,Recyclable,ok
0.375,0.942,0.329,0.527,0.566,perlu_cek_manual,R_5589.jpg,Recyclable,ok
1.0,0.0,0.99,0.446,0.587,perlu_cek_manual,R_5591.jpg,Recyclable,ok
0.588,0.409,0.858,0.618,0.595,perlu_cek_manual,R_5593.jpg,Recyclable,ok
0.163,0.691,0.783,0.278,0.468,perlu_cek_manual,R_5595.jpg,Recyclable,ok
0.978,0.053,0.92,0.387,0.571,perlu_cek_manual,R_5596.jpg,Recyclable,ok
1.0,0.15,0.954,0.451,0.626,perlu_cek_manual,R_5598.jpg,Recyclable,ok
0.314,0.449,0.882,0.412,0.488,perlu_cek_manual,R_5601.jpg,Recyclable,ok
1.0,0.0,0.91,0.263,0.535,perlu_cek_manual,R_5602.jpg,Recyclable,ok
0.81,0.201,0.945,0.503,0.593,perlu_cek_manual,R_5603.jpg,Recyclable,ok
0.794,0.695,0.85,0.12,0.641,perlu_cek_manual,R_5604.jpg,Recyclable,ok
0.678,0.613,0.94,0.301,0.635,perlu_cek_manual,R_5605.jpg,Recyclable,ok
0.675,0.228,0.984,0.284,0.524,perlu_cek_manual,R_5606.jpg,Recyclable,ok
0.357,0.287,0.506,0.519,0.398,perlu_cek_manual,R_561.jpg,Recyclable,ok
0.73,0.446,0.953,0.377,0.619,perlu_cek_manual,R_5613.jpg,Recyclable,ok
0.864,0.511,0.957,0.191,0.642,perlu_cek_manual,R_5618.jpg,Recyclable,ok
0.549,0.771,0.894,0.327,0.64,perlu_cek_manual,R_5619.jpg,Recyclable,ok
0.555,0.0,0.443,0.592,0.373,perlu_cek_manual,R_562.jpg,Recyclable,ok
0.312,0.333,0.855,0.392,0.443,perlu_cek_manual,R_5620.jpg,Recyclable,ok
0.654,0.434,0.948,0.583,0.633,perlu_cek_manual,R_5621.jpg,Recyclable,ok
0.513,0.302,0.511,0.085,0.364,perlu_cek_manual,R_5622.jpg,Recyclable,ok
0.514,1.0,0.461,0.233,0.593,perlu_cek_manual,R_5624.jpg,Recyclable,ok
0.459,0.294,0.922,0.113,0.433,perlu_cek_manual,R_5627.jpg,Recyclable,ok
0.115,0.346,0.87,0.519,0.416,perlu_cek_manual,R_5630.jpg,Recyclable,ok
0.341,0.251,0.773,0.336,0.399,perlu_cek_manual,R_5631.jpg,Recyclable,ok
0.452,0.296,0.516,0.635,0.455,perlu_cek_manual,R_5632.jpg,Recyclable,ok
0.423,0.495,0.885,0.353,0.523,perlu_cek_manual,R_5633.jpg,Recyclable,ok
1.0,0.0,0.981,0.546,0.605,perlu_cek_manual,R_5634.jpg,Recyclable,ok
0.555,0.0,0.882,0.419,0.427,perlu_cek_manual,R_5636.jpg,Recyclable,ok
0.781,0.157,0.917,0.137,0.492,perlu_cek_manual,R_5640.jpg,Recyclable,ok
1.0,0.055,1.0,0.357,0.588,perlu_cek_manual,R_5641.jpg,Recyclable,ok
0.835,0.225,0.939,0.181,0.542,perlu_cek_manual,R_5642.jpg,Recyclable,ok
0.64,0.284,0.92,0.241,0.509,perlu_cek_manual,R_5648.jpg,Recyclable,ok
0.454,0.255,0.957,0.234,0.451,perlu_cek_manual,R_5649.jpg,Recyclable,ok
0.338,0.0,0.917,0.377,0.36,perlu_cek_manual,R_5650.jpg,Recyclable,ok
0.972,0.083,0.923,0.395,0.58,perlu_cek_manual,R_5651.jpg,Recyclable,ok
0.565,0.625,0.933,0.188,0.581,perlu_cek_manual,R_5652.jpg,Recyclable,ok
0.695,0.489,0.391,0.428,0.519,perlu_cek_manual,R_5653.jpg,Recyclable,ok
0.441,0.124,0.881,0.422,0.43,perlu_cek_manual,R_5654.jpg,Recyclable,ok
0.601,0.396,0.842,0.298,0.527,perlu_cek_manual,R_5656.jpg,Recyclable,ok
0.475,0.579,0.675,0.314,0.514,perlu_cek_manual,R_5659.jpg,Recyclable,ok
1.0,0.223,0.936,0.289,0.612,perlu_cek_manual,R_5660.jpg,Recyclable,ok
0.896,0.531,0.437,0.532,0.622,perlu_cek_manual,R_5661.jpg,Recyclable,ok
0.744,0.327,0.932,0.045,0.517,perlu_cek_manual,R_5665.jpg,Recyclable,ok
