skor_variansi,skor_edge_density,skor_entropi,skor_grabcut,skor_akhir,kategori,nama_file,label,status
0.001,0.0,0.131,0.303,0.087,background_terpisah,R_1687.jpg,Recyclable,ok
0.877,0.576,0.852,0.127,0.632,perlu_cek_manual,R_1688.jpg,Recyclable,ok
0.028,0.085,0.138,0.354,0.132,background_terpisah,R_1689.jpg,Recyclable,ok
1.0,0.0,1.0,0.2,0.54,perlu_cek_manual,R_169.jpg,Recyclable,ok
0.325,0.06,0.692,0.22,0.298,background_terpisah,R_1690.jpg,Recyclable,ok
0.096,0.122,0.302,0.369,0.2,background_terpisah,R_1691.jpg,Recyclable,ok
0.075,0.426,0.302,0.109,0.232,background_terpisah,R_1692.jpg,Recyclable,ok
0.427,0.876,1.0,0.327,0.656,full_frame,R_1693.jpg,Recyclable,ok
0.286,0.452,0.419,0.436,0.392,perlu_cek_manual,R_1694.jpg,Recyclable,ok
0.107,0.505,0.741,0.125,0.357,perlu_cek_manual,R_1695.jpg,Recyclable,ok
0.003,0.0,0.341,0.364,0.142,background_terpisah,R_1696.jpg,Recyclable,ok
0.971,0.465,0.852,0.245,0.65,full_frame,R_1697.jpg,Recyclable,ok
0.446,0.451,0.405,0.412,0.433,perlu_cek_manual,R_1698.jpg,Recyclable,ok
0.362,0.504,0.531,0.332,0.432,perlu_cek_manual,R_1699.jpg,Recyclable,ok
0.104,0.029,0.156,0.543,0.179,background_terpisah,R_17.jpg,Recyclable,ok
0.623,0.379,0.497,0.284,0.457,perlu_cek_manual,R_170.jpg,Recyclable,ok
0.029,0.0,0.465,0.347,0.171,background_terpisah,R_1700.jpg,Recyclable,ok
0.021,0.0,0.642,0.186,0.172,background_terpisah,R_1701.jpg,Recyclable,ok
0.0,0.0,0.067,0.263,0.066,background_terpisah,R_1702.jpg,Recyclable,ok
0.54,0.27,0.896,0.426,0.507,perlu_cek_manual,R_1703.jpg,Recyclable,ok
0.189,0.175,0.286,0.5,0.266,background_terpisah,R_1704.jpg,Recyclable,ok
0.038,0.094,0.678,0.543,0.284,background_terpisah,R_1705.jpg,Recyclable,ok
0.039,0.223,0.222,0.266,0.176,background_terpisah,R_1706.jpg,Recyclable,ok
0.792,0.369,0.546,0.539,0.565,perlu_cek_manual,R_1707.jpg,Recyclable,ok
0.208,0.164,0.401,0.624,0.317,background_terpisah,R_1708.jpg,Recyclable,ok
0.384,0.1,0.858,0.1,0.337,background_terpisah,R_1709.jpg,Recyclable,ok
1.0,0.596,0.947,0.114,0.691,full_frame,R_171.jpg,Recyclable,ok
0.297,0.918,0.497,0.282,0.52,perlu_cek_manual,R_1710.jpg,Recyclable,ok
0.453,1.0,1.0,0.444,0.725,full_frame,R_1711.jpg,Recyclable,ok
0.154,0.119,0.272,0.384,0.213,background_terpisah,R_1712.jpg,Recyclable,ok
0.062,0.352,0.23,0.486,0.267,background_terpisah,R_1713.jpg,Recyclable,ok
0.126,0.147,0.694,0.326,0.286,background_terpisah,R_1714.jpg,Recyclable,ok
0.973,0.858,0.824,0.164,0.747,full_frame,R_1715.jpg,Recyclable,ok
1.0,1.0,1.0,0.621,0.924,full_frame,R_1716.jpg,Recyclable,ok
0.039,0.046,0.125,0.436,0.138,background_terpisah,R_1717.jpg,Recyclable,ok
1.0,1.0,0.791,0.604,0.879,full_frame,R_1718.jpg,Recyclable,ok
0.233,0.294,0.402,0.204,0.279,background_terpisah,R_1719.jpg,Recyclable,ok
0.319,0.418,0.47,0.27,0.369,perlu_cek_manual,R_172.jpg,Recyclable,ok
0.311,0.304,0.79,0.481,0.439,perlu_cek_manual,R_1720.jpg,Recyclable,ok
0.009,0.008,0.073,0.544,0.129,background_terpisah,R_1721.jpg,Recyclable,ok
0.0,0.0,0.035,0.278,0.062,background_terpisah,R_1722.jpg,Recyclable,ok
1.0,0.653,0.992,0.603,0.815,full_frame,R_1723.jpg,Recyclable,ok
0.405,0.0,0.762,0.161,0.306,background_terpisah,R_1724.jpg,Recyclable,ok
0.025,0.0,0.577,0.301,0.183,background_terpisah,R_1725.jpg,Recyclable,ok
0.056,0.285,0.262,0.462,0.247,background_terpisah,R_1726.jpg,Recyclable,ok
0.504,0.304,0.531,0.409,0.43,perlu_cek_manual,R_1727.jpg,Recyclable,ok
0.413,0.277,0.573,0.556,0.433,perlu_cek_manual,R_1728.jpg,Recyclable,ok
0.714,0.423,0.849,0.293,0.569,perlu_cek_manual,R_1729.jpg,Recyclable,ok
0.438,0.276,0.373,0.199,0.329,background_terpisah,R_173.jpg,Recyclable,ok
0.579,0.314,0.462,0.381,0.437,perlu_cek_manual,R_1730.jpg,Recyclable,ok
0.018,0.021,0.057,0.385,0.1,background_terpisah,R_1731.jpg,Recyclable,ok
0.01,0.028,0.097,0.518,0.134,background_terpisah,R_1732.jpg,Recyclable,ok
0.419,0.355,0.43,0.369,0.392,perlu_cek_manual,R_1733.jpg,Recyclable,ok
0.058,0.0,0.677,0.423,0.238,background_terpisah,R_1734.jpg,Recyclable,ok
1.0,0.747,0.974,0.207,0.76,full_frame,R_1735.jpg,Recyclable,ok
0.192,0.593,0.468,0.407,0.411,perlu_cek_manual,R_1736.jpg,Recyclable,ok
0.59,1.0,0.773,0.385,0.709,full_frame,R_1737.jpg,Recyclable,ok
1.0,0.608,0.773,0.289,0.695,full_frame,R_1738.jpg,Recyclable,ok
0.0,0.0,-0.0,0.093,0.019,background_terpisah,R_1739.jpg,Recyclable,ok
0.008,0.049,0.308,0.449,0.169,background_terpisah,R_174.jpg,Recyclable,ok
0.413,0.318,0.903,0.225,0.445,perlu_cek_manual,R_1740.jpg,Recyclable,ok
0.069,0.109,0.339,0.372,0.196,background_terpisah,R_1741.jpg,Recyclable,ok
0.39,0.749,0.558,0.337,0.521,perlu_cek_manual,R_1742.jpg,Recyclable,ok
0.076,0.634,0.828,0.25,0.429,perlu_cek_manual,R_1743.jpg,Recyclable,ok
0.587,0.632,0.934,0.341,0.621,perlu_cek_manual,R_1744.jpg,Recyclable,ok
0.35,0.338,0.35,0.307,0.338,background_terpisah,R_1745.jpg,Recyclable,ok
0.344,0.305,0.358,0.398,0.346,background_terpisah,R_1746.jpg,Recyclable,ok
0.0,0.0,0.196,0.512,0.142,background_terpisah,R_1747.jpg,Recyclable,ok
0.011,0.096,0.229,0.392,0.156,background_terpisah,R_1748.jpg,Recyclable,ok
1.0,0.852,0.978,0.094,0.77,full_frame,R_1749.jpg,Recyclable,ok
0.194,0.0,0.838,0.442,0.314,background_terpisah,R_175.jpg,Recyclable,ok
0.003,0.0,0.413,0.298,0.143,background_terpisah,R_1750.jpg,Recyclable,ok
1.0,0.45,0.85,0.13,0.631,perlu_cek_manual,R_1751.jpg,Recyclable,ok
0.95,1.0,0.904,0.278,0.822,full_frame,R_1752.jpg,Recyclable,ok
0.533,0.297,0.944,0.114,0.461,perlu_cek_manual,R_1753.jpg,Recyclable,ok
0.398,0.436,0.587,0.53,0.474,perlu_cek_manual,R_1754.jpg,Recyclable,ok
0.032,0.0,0.554,0.517,0.224,background_terpisah,R_1755.jpg,Recyclable,ok
0.07,0.394,0.747,0.16,0.32,background_terpisah,R_1756.jpg,Recyclable,ok
0.638,0.562,0.697,0.464,0.592,perlu_cek_manual,R_1757.jpg,Recyclable,ok
1.0,0.499,0.654,0.592,0.699,full_frame,R_1758.jpg,Recyclable,ok
1.0,0.958,1.0,0.458,0.879,full_frame,R_1759.jpg,Recyclable,ok
1.0,0.984,1.0,0.0,0.795,full_frame,R_176.jpg,Recyclable,ok
0.4,0.12,0.837,0.274,0.378,perlu_cek_manual,R_1760.jpg,Recyclable,ok
0.0,0.0,-0.0,0.191,0.038,background_terpisah,R_1761.jpg,Recyclable,ok
0.141,0.0,0.809,0.37,0.278,background_terpisah,R_1762.jpg,Recyclable,ok
0.459,0.359,0.518,0.448,0.439,perlu_cek_manual,R_1763.jpg,Recyclable,ok
0.099,0.149,0.259,0.411,0.209,background_terpisah,R_1764.jpg,Recyclable,ok
0.548,0.44,0.863,0.475,0.564,perlu_cek_manual,R_1765.jpg,Recyclable,ok
0.0,0.0,0.032,0.365,0.079,background_terpisah,R_1766.jpg,Recyclable,ok
0.43,0.0,0.742,0.287,0.335,background_terpisah,R_1767.jpg,Recyclable,ok
1.0,0.21,0.319,0.449,0.516,perlu_cek_manual,R_1768.jpg,Recyclable,ok
0.635,0.355,0.473,0.244,0.44,perlu_cek_manual,R_1769.jpg,Recyclable,ok
0.099,0.021,0.752,0.32,0.251,background_terpisah,R_177.jpg,Recyclable,ok
0.091,0.179,0.237,0.402,0.209,background_terpisah,R_1770.jpg,Recyclable,ok
0.072,0.016,0.799,0.572,0.3,background_terpisah,R_1771.jpg,Recyclable,ok
0.029,0.062,0.145,0.368,0.13,background_terpisah,R_1772.jpg,Recyclable,ok
0.302,0.202,0.661,0.194,0.322,background_terpisah,R_1773.jpg,Recyclable,ok
1.0,0.41,0.609,0.629,0.671,full_frame,R_1774.jpg,Recyclable,ok
0.101,0.234,0.63,0.387,0.304,background_terpisah,R_1775.jpg,Recyclable,ok
0.0,0.0,0.027,0.498,0.105,background_terpisah,R_1776.jpg,Recyclable,ok
0.424,0.751,0.879,0.154,0.559,perlu_cek_manual,R_1777.jpg,Recyclable,ok
0.319,0.627,0.756,0.177,0.471,perlu_cek_manual,R_1778.jpg,Recyclable,ok
1.0,0.717,0.762,0.27,0.722,full_frame,R_1779.jpg,Recyclable,ok
0.0,0.0,-0.0,0.345,0.069,background_terpisah,R_178.jpg,Recyclable,ok
0.369,0.246,0.334,0.362,0.324,background_terpisah,R_1780.jpg,Recyclable,ok
0.005,0.0,0.317,0.347,0.134,background_terpisah,R_1781.jpg,Recyclable,ok
0.011,0.0,0.601,0.273,0.178,background_terpisah,R_1782.jpg,Recyclable,ok
0.52,0.226,0.384,0.671,0.435,perlu_cek_manual,R_1783.jpg,Recyclable,ok
0.0,0.0,-0.0,0.459,0.092,background_terpisah,R_1784.jpg,Recyclable,ok
0.626,1.0,0.94,0.519,0.78,full_frame,R_1785.jpg,Recyclable,ok
0.007,0.0,0.117,0.352,0.096,background_terpisah,R_1786.jpg,Recyclable,ok
0.006,0.0,0.573,0.369,0.19,background_terpisah,R_1787.jpg,Recyclable,ok
0.932,1.0,0.912,0.536,0.869,full_frame,R_1788.jpg,Recyclable,ok
1.0,1.0,0.978,0.191,0.834,full_frame,R_1789.jpg,Recyclable,ok
0.61,0.484,0.322,0.196,0.432,perlu_cek_manual,R_179.jpg,Recyclable,ok
0.345,0.441,0.532,0.375,0.417,perlu_cek_manual,R_1790.jpg,Recyclable,ok
1.0,1.0,0.831,0.699,0.906,full_frame,R_1791.jpg,Recyclable,ok
0.0,0.0,0.023,0.493,0.103,background_terpisah,R_1792.jpg,Recyclable,ok
1.0,0.832,1.0,0.488,0.847,full_frame,R_1793.jpg,Recyclable,ok
0.863,0.818,0.755,0.531,0.762,full_frame,R_1794.jpg,Recyclable,ok
1.0,0.477,0.978,0.474,0.734,full_frame,R_1795.jpg,Recyclable,ok
1.0,0.837,0.973,0.24,0.794,full_frame,R_1796.jpg,Recyclable,ok
0.013,0.042,0.104,0.259,0.089,background_terpisah,R_1797.jpg,Recyclable,ok
0.146,0.23,0.307,0.094,0.193,background_terpisah,R_1798.jpg,Recyclable,ok
1.0,0.603,0.839,0.685,0.786,full_frame,R_1799.jpg,Recyclable,ok
0.0,0.0,-0.0,0.124,0.025,background_terpisah,R_18.jpg,Recyclable,ok
0.915,0.715,0.991,0.096,0.707,full_frame,R_180.jpg,Recyclable,ok
0.303,0.316,0.392,0.375,0.339,background_terpisah,R_1800.jpg,Recyclable,ok
1.0,0.787,1.0,0.323,0.801,full_frame,R_1801.jpg,Recyclable,ok
0.783,0.535,0.85,0.658,0.697,full_frame,R_1802.jpg,Recyclable,ok
0.034,0.06,0.187,0.326,0.131,background_terpisah,R_1803.jpg,Recyclable,ok
1.0,0.528,0.677,0.662,0.726,full_frame,R_1804.jpg,Recyclable,ok
0.001,0.0,0.25,0.372,0.125,background_terpisah,R_1805.jpg,Recyclable,ok
0.312,0.352,0.377,0.093,0.293,background_terpisah,R_1806.jpg,Recyclable,ok
1.0,1.0,0.968,0.684,0.93,full_frame,R_1807.jpg,Recyclable,ok
1.0,0.774,0.933,0.096,0.738,full_frame,R_1808.jpg,Recyclable,ok
0.877,0.34,0.87,0.296,0.598,perlu_cek_manual,R_1809.jpg,Recyclable,ok
1.0,0.8,0.976,0.455,0.826,full_frame,R_181.jpg,Recyclable,ok
0.071,0.002,0.685,0.349,0.229,background_terpisah,R_1810.jpg,Recyclable,ok
0.732,0.645,0.95,0.296,0.662,full_frame,R_1811.jpg,Recyclable,ok
0.126,0.073,0.306,0.491,0.219,background_terpisah,R_1812.jpg,Recyclable,ok
1.0,0.688,0.939,0.571,0.809,full_frame,R_1813.jpg,Recyclable,ok
0.586,0.71,0.873,0.498,0.663,full_frame,R_1814.jpg,Recyclable,ok
0.196,0.413,0.785,0.296,0.399,perlu_cek_manual,R_1815.jpg,Recyclable,ok
0.162,0.0,0.79,0.377,0.282,background_terpisah,R_1816.jpg,Recyclable,ok
0.581,0.465,0.96,0.559,0.618,perlu_cek_manual,R_1817.jpg,Recyclable,ok
0.037,0.04,0.663,0.551,0.266,background_terpisah,R_1818.jpg,Recyclable,ok
0.091,0.213,0.481,0.408,0.269,background_terpisah,R_1819.jpg,Recyclable,ok
0.132,0.0,0.23,0.332,0.152,background_terpisah,R_182.jpg,Recyclable,ok
0.245,0.545,0.433,0.337,0.391,perlu_cek_manual,R_1820.jpg,Recyclable,ok
0.321,0.94,0.772,0.486,0.63,perlu_cek_manual,R_1821.jpg,Recyclable,ok
0.389,0.398,0.718,0.585,0.497,perlu_cek_manual,R_1822.jpg,Recyclable,ok
0.193,0.361,0.865,0.308,0.401,perlu_cek_manual,R_1823.jpg,Recyclable,ok
0.439,0.599,0.665,0.207,0.486,perlu_cek_manual,R_1824.jpg,Recyclable,ok
0.993,0.901,0.938,0.375,0.831,full_frame,R_1825.jpg,Recyclable,ok
0.425,0.0,0.859,0.125,0.324,background_terpisah,R_1826.jpg,Recyclable,ok
1.0,0.598,0.833,0.0,0.646,perlu_cek_manual,R_1827.jpg,Recyclable,ok
0.427,0.058,0.96,0.447,0.427,perlu_cek_manual,R_1828.jpg,Recyclable,ok
1.0,1.0,1.0,0.698,0.94,full_frame,R_1829.jpg,Recyclable,ok
0.744,1.0,0.984,0.287,0.777,full_frame,R_183.jpg,Recyclable,ok
0.007,0.0,0.143,0.37,0.105,background_terpisah,R_1830.jpg,Recyclable,ok
0.039,0.0,0.372,0.14,0.114,background_terpisah,R_1831.jpg,Recyclable,ok
0.522,0.176,0.908,0.724,0.536,perlu_cek_manual,R_1832.jpg,Recyclable,ok
0.822,0.297,0.954,0.563,0.639,perlu_cek_manual,R_1833.jpg,Recyclable,ok
0.242,0.0,0.889,0.457,0.342,background_terpisah,R_1834.jpg,Recyclable,ok
0.037,0.069,0.373,0.314,0.169,background_terpisah,R_1835.jpg,Recyclable,ok
0.572,1.0,0.775,0.404,0.708,full_frame,R_1836.jpg,Recyclable,ok
1.0,0.429,0.507,0.352,0.6,perlu_cek_manual,R_1837.jpg,Recyclable,ok
0.178,0.0,0.808,0.201,0.255,background_terpisah,R_1838.jpg,Recyclable,ok
0.226,0.678,0.542,0.403,0.46,perlu_cek_manual,R_1839.jpg,Recyclable,ok
0.607,0.094,0.931,0.408,0.478,perlu_cek_manual,R_184.jpg,Recyclable,ok
0.012,0.0,0.578,0.419,0.203,background_terpisah,R_1840.jpg,Recyclable,ok
0.031,0.0,0.753,0.145,0.189,background_terpisah,R_1841.jpg,Recyclable,ok
0.767,1.0,0.981,0.16,0.758,full_frame,R_1842.jpg,Recyclable,ok
0.016,0.0,0.104,0.416,0.109,background_terpisah,R_1843.jpg,Recyclable,ok
0.652,1.0,0.919,0.455,0.77,full_frame,R_1844.jpg,Recyclable,ok
0.318,0.276,0.624,0.514,0.406,perlu_cek_manual,R_1845.jpg,Recyclable,ok
0.58,0.399,0.607,0.665,0.548,perlu_cek_manual,R_1846.jpg,Recyclable,ok
0.108,0.904,0.642,0.143,0.461,perlu_cek_manual,R_1847.jpg,Recyclable,ok
0.066,0.184,0.167,0.395,0.188,background_terpisah,R_1848.jpg,Recyclable,ok
1.0,0.454,0.929,0.589,0.74,full_frame,R_1849.jpg,Recyclable,ok
0.079,0.347,0.824,0.156,0.324,background_terpisah,R_185.jpg,Recyclable,ok
0.298,0.449,0.756,0.318,0.439,perlu_cek_manual,R_1850.jpg,Recyclable,ok
1.0,1.0,1.0,0.612,0.922,full_frame,R_1851.jpg,Recyclable,ok
0.207,0.392,0.431,0.279,0.321,background_terpisah,R_1852.jpg,Recyclable,ok
0.571,0.325,0.393,0.552,0.458,perlu_cek_manual,R_1853.jpg,Recyclable,ok
0.341,0.797,0.986,0.323,0.603,perlu_cek_manual,R_1854.jpg,Recyclable,ok
0.858,0.199,0.951,0.213,0.55,perlu_cek_manual,R_1855.jpg,Recyclable,ok
0.188,0.157,0.89,0.273,0.336,background_terpisah,R_1856.jpg,Recyclable,ok
0.004,0.0,0.553,0.341,0.18,background_terpisah,R_1857.jpg,Recyclable,ok
0.0,0.0,0.014,0.652,0.133,background_terpisah,R_1858.jpg,Recyclable,ok
0.403,0.0,0.783,0.314,0.34,background_terpisah,R_1859.jpg,Recyclable,ok
0.0,0.0,0.011,0.276,0.057,background_terpisah,R_186.jpg,Recyclable,ok
0.755,0.462,0.479,0.284,0.518,perlu_cek_manual,R_1860.jpg,Recyclable,ok
0.316,0.783,0.889,0.392,0.586,perlu_cek_manual,R_1861.jpg,Recyclable,ok
0.115,0.29,0.487,0.36,0.291,background_terpisah,R_1862.jpg,Recyclable,ok
0.302,0.328,0.38,0.345,0.334,background_terpisah,R_1863.jpg,Recyclable,ok
1.0,0.241,0.855,0.338,0.611,perlu_cek_manual,R_1864.jpg,Recyclable,ok
0.042,0.016,0.663,0.404,0.231,background_terpisah,R_1865.jpg,Recyclable,ok
0.101,0.0,0.34,0.354,0.169,background_terpisah,R_1866.jpg,Recyclable,ok
1.0,0.181,0.976,0.183,0.586,perlu_cek_manual,R_1867.jpg,Recyclable,ok
0.339,0.137,0.867,0.209,0.358,perlu_cek_manual,R_1868.jpg,Recyclable,ok
0.075,0.276,0.197,0.261,0.197,background_terpisah,R_1869.jpg,Recyclable,ok
1.0,0.0,1.0,0.499,0.6,perlu_cek_manual,R_187.jpg,Recyclable,ok
0.458,1.0,0.638,0.436,0.652,full_frame,R_1870.jpg,Recyclable,ok
0.0,0.0,0.002,0.49,0.098,background_terpisah,R_1871.jpg,Recyclable,ok
0.671,1.0,0.99,0.414,0.782,full_frame,R_1872.jpg,Recyclable,ok
0.043,0.03,0.667,0.538,0.263,background_terpisah,R_1873.jpg,Recyclable,ok
0.195,0.564,0.634,0.235,0.402,perlu_cek_manual,R_1874.jpg,Recyclable,ok
0.082,0.271,0.244,0.601,0.275,background_terpisah,R_1875.jpg,Recyclable,ok
0.035,0.0,0.441,0.273,0.153,background_terpisah,R_1876.jpg,Recyclable,ok
0.0,0.0,-0.0,0.306,0.061,background_terpisah,R_1877.jpg,Recyclable,ok
0.799,0.723,0.612,0.574,0.694,full_frame,R_1878.jpg,Recyclable,ok
0.193,0.496,0.605,0.311,0.39,perlu_cek_manual,R_1879.jpg,Recyclable,ok
0.745,0.357,0.97,0.289,0.582,perlu_cek_manual,R_188.jpg,Recyclable,ok
0.768,0.479,0.668,0.395,0.587,perlu_cek_manual,R_1880.jpg,Recyclable,ok
0.085,0.154,0.2,0.382,0.188,background_terpisah,R_1881.jpg,Recyclable,ok
1.0,0.0,0.969,0.293,0.552,perlu_cek_manual,R_1882.jpg,Recyclable,ok
0.082,0.298,0.209,0.338,0.223,background_terpisah,R_1883.jpg,Recyclable,ok
0.803,0.0,0.906,0.267,0.476,perlu_cek_manual,R_1884.jpg,Recyclable,ok
1.0,0.577,0.656,0.468,0.698,full_frame,R_1885.jpg,Recyclable,ok
0.225,0.219,0.654,0.394,0.343,background_terpisah,R_1886.jpg,Recyclable,ok
0.656,0.437,0.775,0.443,0.571,perlu_cek_manual,R_1887.jpg,Recyclable,ok
0.119,0.08,0.804,0.388,0.298,background_terpisah,R_1888.jpg,Recyclable,ok
0.293,0.0,1.0,0.745,0.437,perlu_cek_manual,R_1889.jpg,Recyclable,ok
0.886,1.0,0.507,0.323,0.732,full_frame,R_189.jpg,Recyclable,ok
1.0,0.795,0.994,0.268,0.791,full_frame,R_1890.jpg,Recyclable,ok
0.06,0.0,0.528,0.471,0.218,background_terpisah,R_1891.jpg,Recyclable,ok
0.893,0.794,0.976,0.492,0.8,full_frame,R_1892.jpg,Recyclable,ok
0.899,0.712,0.987,0.0,0.681,full_frame,R_1893.jpg,Recyclable,ok
0.034,0.183,0.067,0.25,0.129,background_terpisah,R_1894.jpg,Recyclable,ok
0.449,0.348,0.59,0.078,0.373,perlu_cek_manual,R_1895.jpg,Recyclable,ok
0.001,0.0,0.261,0.396,0.132,background_terpisah,R_1896.jpg,Recyclable,ok
0.04,0.073,0.579,0.416,0.233,background_terpisah,R_1897.jpg,Recyclable,ok
0.293,0.257,0.35,0.384,0.312,background_terpisah,R_1898.jpg,Recyclable,ok
0.773,0.309,0.934,0.644,0.64,perlu_cek_manual,R_1899.jpg,Recyclable,ok
0.397,0.311,0.446,0.365,0.375,perlu_cek_manual,R_19.jpg,Recyclable,ok
1.0,0.764,1.0,0.0,0.729,full_frame,R_190.jpg,Recyclable,ok
0.274,0.641,0.938,0.424,0.547,perlu_cek_manual,R_1900.jpg,Recyclable,ok
0.298,0.081,0.821,0.331,0.344,background_terpisah,R_1901.jpg,Recyclable,ok
1.0,1.0,1.0,0.721,0.944,full_frame,R_1902.jpg,Recyclable,ok
0.038,0.0,0.903,0.211,0.234,background_terpisah,R_1903.jpg,Recyclable,ok
0.177,0.136,0.735,0.402,0.321,background_terpisah,R_1904.jpg,Recyclable,ok
0.0,0.0,-0.0,0.311,0.062,background_terpisah,R_1905.jpg,Recyclable,ok
0.556,0.378,0.448,0.6,0.49,perlu_cek_manual,R_1906.jpg,Recyclable,ok
0.539,1.0,0.948,0.246,0.7,full_frame,R_1907.jpg,Recyclable,ok
0.0,0.0,0.002,0.289,0.058,background_terpisah,R_1908.jpg,Recyclable,ok
1.0,0.469,0.797,0.507,0.701,full_frame,R_1909.jpg,Recyclable,ok
1.0,0.556,0.993,0.199,0.705,full_frame,R_191.jpg,Recyclable,ok
1.0,0.973,0.969,0.281,0.842,full_frame,R_1910.jpg,Recyclable,ok
0.43,0.504,0.925,0.33,0.531,perlu_cek_manual,R_1911.jpg,Recyclable,ok
0.525,0.663,0.957,0.278,0.603,perlu_cek_manual,R_1912.jpg,Recyclable,ok
0.038,0.171,0.714,0.206,0.247,background_terpisah,R_1913.jpg,Recyclable,ok
0.011,0.0,0.371,0.251,0.128,background_terpisah,R_1914.jpg,Recyclable,ok
0.321,0.134,0.777,0.161,0.324,background_terpisah,R_1915.jpg,Recyclable,ok
1.0,0.23,0.747,0.301,0.578,perlu_cek_manual,R_1916.jpg,Recyclable,ok
0.147,0.039,1.0,0.176,0.291,background_terpisah,R_1917.jpg,Recyclable,ok
1.0,0.488,0.789,0.4,0.684,full_frame,R_1918.jpg,Recyclable,ok
0.001,0.007,0.028,0.342,0.076,background_terpisah,R_1919.jpg,Recyclable,ok
1.0,0.937,0.944,0.405,0.851,full_frame,R_192.jpg,Recyclable,ok
0.379,0.529,0.637,0.297,0.459,perlu_cek_manual,R_1920.jpg,Recyclable,ok
0.996,0.226,0.827,0.124,0.557,perlu_cek_manual,R_1921.jpg,Recyclable,ok
0.605,1.0,0.483,0.722,0.722,full_frame,R_1922.jpg,Recyclable,ok
1.0,1.0,1.0,0.602,0.92,full_frame,R_1923.jpg,Recyclable,ok
0.01,0.044,0.088,0.204,0.074,background_terpisah,R_1924.jpg,Recyclable,ok
0.566,0.921,0.945,0.296,0.694,full_frame,R_1925.jpg,Recyclable,ok
0.001,0.0,0.2,0.435,0.127,background_terpisah,R_1926.jpg,Recyclable,ok
0.014,0.103,0.103,0.5,0.156,background_terpisah,R_1927.jpg,Recyclable,ok
0.125,0.06,0.809,0.627,0.343,background_terpisah,R_1928.jpg,Recyclable,ok
0.329,0.207,0.395,0.409,0.322,background_terpisah,R_1929.jpg,Recyclable,ok
1.0,0.999,0.997,0.0,0.799,full_frame,R_193.jpg,Recyclable,ok
0.505,0.075,0.88,0.423,0.434,perlu_cek_manual,R_1930.jpg,Recyclable,ok
0.356,0.249,0.315,0.374,0.319,background_terpisah,R_1931.jpg,Recyclable,ok
0.019,0.086,0.588,0.617,0.272,background_terpisah,R_1932.jpg,Recyclable,ok
0.63,0.334,0.922,0.512,0.576,perlu_cek_manual,R_1933.jpg,Recyclable,ok
0.015,0.03,0.283,0.501,0.17,background_terpisah,R_1934.jpg,Recyclable,ok
0.0,0.0,-0.0,0.551,0.11,background_terpisah,R_1935.jpg,Recyclable,ok
0.195,0.11,0.856,0.4,0.343,background_terpisah,R_1936.jpg,Recyclable,ok
0.991,0.0,0.914,0.289,0.538,perlu_cek_manual,R_1937.jpg,Recyclable,ok
0.361,0.437,0.385,0.419,0.4,perlu_cek_manual,R_1938.jpg,Recyclable,ok
0.078,0.183,0.911,0.665,0.393,perlu_cek_manual,R_1939.jpg,Recyclable,ok
1.0,0.966,0.988,0.304,0.848,full_frame,R_194.jpg,Recyclable,ok
0.13,0.462,0.268,0.442,0.32,background_terpisah,R_1940.jpg,Recyclable,ok
0.75,0.373,0.892,0.32,0.579,perlu_cek_manual,R_1941.jpg,Recyclable,ok
0.831,0.254,0.935,0.148,0.542,perlu_cek_manual,R_1942.jpg,Recyclable,ok
0.519,0.291,0.479,0.394,0.417,perlu_cek_manual,R_1943.jpg,Recyclable,ok
0.317,0.0,0.846,0.261,0.317,background_terpisah,R_1944.jpg,Recyclable,ok
1.0,1.0,1.0,0.541,0.908,full_frame,R_1945.jpg,Recyclable,ok
0.331,0.017,0.843,0.456,0.364,perlu_cek_manual,R_1946.jpg,Recyclable,ok
0.926,0.649,0.821,0.078,0.652,full_frame,R_1947.jpg,Recyclable,ok
0.276,0.135,0.393,0.172,0.236,background_terpisah,R_1948.jpg,Recyclable,ok
1.0,0.927,0.976,0.585,0.891,full_frame,R_1949.jpg,Recyclable,ok
1.0,0.887,0.987,0.492,0.862,full_frame,R_195.jpg,Recyclable,ok
0.716,1.0,0.824,0.35,0.75,full_frame,R_1950.jpg,Recyclable,ok
0.121,0.021,0.695,0.421,0.266,background_terpisah,R_1951.jpg,Recyclable,ok
0.151,0.313,0.302,0.425,0.285,background_terpisah,R_1952.jpg,Recyclable,ok
1.0,0.408,0.613,0.704,0.686,full_frame,R_1953.jpg,Recyclable,ok
0.025,0.027,0.308,0.384,0.154,background_terpisah,R_1954.jpg,Recyclable,ok
0.041,0.035,0.113,0.536,0.153,background_terpisah,R_1955.jpg,Recyclable,ok
1.0,0.317,0.944,0.541,0.692,full_frame,R_1956.jpg,Recyclable,ok
0.226,0.065,0.845,0.6,0.377,perlu_cek_manual,R_1957.jpg,Recyclable,ok
0.215,0.207,0.293,0.44,0.273,background_terpisah,R_1958.jpg,Recyclable,ok
0.0,0.0,0.003,0.334,0.067,background_terpisah,R_1959.jpg,Recyclable,ok
1.0,0.448,0.597,0.29,0.612,perlu_cek_manual,R_196.jpg,Recyclable,ok
0.019,0.026,0.117,0.409,0.119,background_terpisah,R_1960.jpg,Recyclable,ok
0.23,0.235,0.393,0.496,0.317,background_terpisah,R_1961.jpg,Recyclable,ok
0.639,0.137,0.944,0.311,0.484,perlu_cek_manual,R_1962.jpg,Recyclable,ok
